type,phenomenon,dataset,underspecified sentence,control sentence,und length in words,control length in words,und word length,control word length,und length in characters,control length in characters,und average concreteness,control average concreteness,und average AoA,control average AoA,und average word frequency,control average word frequency
3,Referential Ambiguity,WSC273,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it removed.","In the storm, the trees fell down and crashed through the roof of my house. Now, I have to get them removed.",22,22,3.818181818,3.954545455,105,108,2.760345534,2.681539486,5.928005382,6.288501385,0.224773047,0.219974496
3,Referential Ambiguity,WSC273,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.","In the storm, the trees fell down and crashed through the roof of my house. Now, I have to get it repaired.",22,22,3.863636364,3.909090909,106,107,2.760345534,2.671084941,5.928005382,6.265734158,0.224773047,0.224709696
3,Referential Ambiguity,WSC273,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was cooler.","It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, she got up and moved to a spot under the tree, because it was cooler.",34,34,3.764705882,3.794117647,161,162,2.497651049,2.513827519,6.712027349,6.687578938,0.243427489,0.240282393
3,Referential Ambiguity,WSC273,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.","It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, she got up and moved to a spot under the tree, because she was hot.",34,34,3.676470588,3.735294118,158,160,2.497651049,2.53000399,6.712027349,6.663130526,0.243427489,0.237137296
3,Referential Ambiguity,WSC273,"Jackson was greatly influenced by Arnold, though he lived two centuries earlier.","Tiffany was greatly influenced by Arnold, though he lived two centuries earlier.",12,12,5.75,5.75,80,80,2.666777899,2.666777899,9.065348962,9.065348962,0.022539062,0.022539062
3,Referential Ambiguity,WSC273,"Jackson was greatly influenced by Arnold, though he lived two centuries later.","Tiffany was greatly influenced by Arnold, though she lived two centuries later.",12,12,5.583333333,5.666666667,78,79,2.666777899,2.619277899,9.065348962,9.044923045,0.022539062,0.020724865
3,Referential Ambiguity,WSC273,James asked Robert for a favor but he refused.,James asked Lily for a favor but she refused.,9,9,4.222222222,4.111111111,46,45,2.586118648,2.522785314,7.404146363,7.376911808,0.081402941,0.078984012
3,Referential Ambiguity,WSC273,James asked Robert for a favor but he was refused.,James asked Lily for a favor but he was refused.,10,10,4.1,3.9,50,48,2.496506783,2.496506783,7.763735034,7.763735034,0.079674465,0.079674465
3,Referential Ambiguity,WSC273,Jane gave Joan candy because she was hungry.,Jane gave John candy because he was hungry.,8,8,4.625,4.5,44,43,2.823600109,2.894850109,8.376285917,8.406924792,0.011613823,0.014335118
3,Referential Ambiguity,WSC273,Jane gave Joan candy because she wasn't hungry.,Jane gave John candy because she wasn't hungry.,8,8,5.0,5.0,47,47,2.991883479,2.991883479,8.376285917,8.376285917,0.003608583,0.003608583
3,Referential Ambiguity,WSC273,Jane knocked on Susan's door but she did not answer.,Jane knocked on Kevin's door but he did not answer.,10,10,4.3,4.2,52,51,3.013506783,3.070506783,7.411303734,7.435814834,0.034850064,0.0370271
3,Referential Ambiguity,WSC273,Jane knocked on Susan's door but she did not get an answer.,Jane knocked on Kevin's door but she did not get an answer.,12,12,4.0,4.0,59,59,2.831255652,2.831255652,7.356922534,7.356922534,0.036693089,0.036693089
3,Referential Ambiguity,WSC273,"Jane knocked on Susan's door, but there was no answer. She was disappointed.","Jane knocked on Kevin's door, but there was no answer. She was disappointed.",13,13,4.923076923,4.923076923,76,76,2.659528361,2.659528361,8.89036197,8.89036197,0.031149209,0.031149209
3,Referential Ambiguity,WSC273,"Jane knocked on Susan's door, but there was no answer. She was out.","Jane knocked on Kevin's door, but there was no answer. He was out.",13,13,4.230769231,4.153846154,67,66,2.659528361,2.659528361,8.89036197,8.89036197,0.031149209,0.031149209
3,Referential Ambiguity,WSC273,"Jane knocked on the door, and Susan answered it. She invited her to come in.","Jane knocked on the door, and Kevin answered it. He invited her to come in.",15,15,4.133333333,4.066666667,76,75,2.719760174,2.719760174,8.261522574,8.261522574,0.151590295,0.151590295
3,Referential Ambiguity,WSC273,"Jane knocked on the door, and Susan answered it. She invited her to come out.","Jane knocked on the door, and Kevin answered it. She invited her to come out.",15,15,4.2,4.2,77,77,2.719760174,2.719760174,8.261522574,8.261522574,0.151590295,0.151590295
3,Referential Ambiguity,WSC273,Jim comforted Kevin because he was so upset.,Jim comforted Susan because she was so upset.,8,8,4.625,4.75,44,45,2.550633479,2.479383479,8.550094792,8.519455917,0.017640896,0.014919601
3,Referential Ambiguity,WSC273,Jim signaled the barman and gestured toward his bathroom key.,Jim yelled at Susan because he was so upset.,10,9,5.2,4.0,61,44,2.949506783,2.497229759,7.884411427,8.048643371,0.159261083,0.026597394
3,Referential Ambiguity,WSC273,Jim signaled the barman and gestured toward his empty glass,Jim signaled the barmen and gestured toward their bathroom key.,10,10,5.0,5.4,59,63,3.018880087,2.827133479,7.41040812,7.809138334,0.159562633,0.159790223
3,Referential Ambiguity,WSC273,Jim yelled at Kevin because he was so upset.,Jim signaled the barmen and gestured toward his empty glass,9,10,4.0,5.0,44,59,2.497229759,2.876506783,8.048643371,7.177411427,0.026597394,0.15956155
3,Referential Ambiguity,WSC273,Joan made sure to thank Susan for all the help she had given.,Mark made sure to thank Susan for all the help she had given.,13,13,3.769230769,3.769230769,61,61,2.379138529,2.379138529,6.724772334,6.724772334,0.150035148,0.150035148
3,Referential Ambiguity,WSC273,Joan made sure to thank Susan for all the help she had received.,Mark made sure to thank Susan for all the help he had received.,13,13,4.0,3.923076923,64,63,2.379138529,2.422984682,6.724772334,6.743627026,0.150035148,0.151709791
3,Referential Ambiguity,WSC273,Joe has sold his house and bought a new one a few miles away. He will be moving into it on Thursday.,Joe has sold his house and bought two new ones a few miles away. He will be moving into them on Thursday.,22,22,3.590909091,3.818181818,100,105,2.873697036,2.965345534,7.168721028,7.605991167,0.091897831,0.068308078
3,Referential Ambiguity,WSC273,Joe has sold his house and bought a new one a few miles away. He will be moving out of it on Thursday.,Joe has sold his house and bought two new ones a few miles away. He will be moving out of it on Thursday.,23,23,3.47826087,3.608695652,102,105,2.840058034,2.917721815,6.913943592,7.310424638,0.113174982,0.095140192
3,Referential Ambiguity,WSC273,Joe paid the detective after he delivered the final report on the case.,Joe paid the detectives after they delivered the final report on the case.,13,13,4.538461538,4.769230769,71,74,2.810389833,2.643179599,6.886737636,7.308717103,0.248884349,0.249005507
3,Referential Ambiguity,WSC273,Joe paid the detective after he received the final report on the case.,Joe paid the detectives after he received the final report on the case.,13,13,4.461538462,4.538461538,70,71,2.782215452,2.691928294,6.886737636,7.22674018,0.249086855,0.249073768
3,Referential Ambiguity,WSC273,"Joe's uncle can still beat him at tennis, even though he is 30 years older.","Joe's aunt can still beat him at tennis, even though he is 30 years older.",15,15,4.066666667,4.0,75,74,3.101422319,3.096755652,7.411529227,7.36686256,0.029366785,0.029356603
3,Referential Ambiguity,WSC273,"Joe's uncle can still beat him at tennis, even though he is 30 years younger.","Joe's aunt can still beat him at tennis, even though she is 30 years younger.",15,15,4.2,4.2,77,77,3.101422319,3.058755652,7.411529227,7.350521827,0.029366785,0.027905245
3,Referential Ambiguity,WSC273,John couldn't see the stage with Billy in front of him because he is so short.,John couldn't see the stage with his friends in front of him because he is so short.,16,17,3.9375,4.0,78,84,2.722816739,2.747356931,6.441124584,6.279020255,0.149884865,0.143023683
3,Referential Ambiguity,WSC273,John couldn't see the stage with Billy in front of him because he is so tall.,John couldn't see the stage with his friends in front of him because they are so tall.,16,17,3.875,4.117647059,77,86,2.722816739,2.710298108,6.441124584,6.34170849,0.149884865,0.137247691
3,Referential Ambiguity,WSC273,John hired Bill to take care of him.,John hired Pam to take care of him.,8,8,3.625,3.5,36,35,2.538600109,2.538600109,7.815059534,7.815059534,0.139342289,0.139342289
3,Referential Ambiguity,WSC273,John hired himself out to Bill to take care of him.,John hired himself out to Pam to take care of her.,11,11,3.727272727,3.636363636,51,50,2.553527352,2.553527352,6.814721752,6.814721752,0.152100658,0.152100658
3,Referential Ambiguity,WSC273,"John ordered Bill to leave, so an hour later he left.","John ordered Pam to leave, so an hour later she left.",11,11,3.909090909,3.909090909,53,53,2.595006166,2.543187984,8.137420037,8.115137219,0.060290657,0.058311533
3,Referential Ambiguity,WSC273,"John promised Bill to leave, so an hour later he left.","John promised Pam to leave, so an hour later he left.",11,11,4.0,3.909090909,54,53,2.58557589,2.58557589,8.137420037,8.137420037,0.060240031,0.060240031
3,Referential Ambiguity,WSC273,John was doing research in the library when he heard a man humming and whistling. He was very annoyed.,John was doing research in the library when he heard a woman humming and whistling. He was very annoyed.,19,19,4.421052632,4.526315789,102,104,2.756912357,2.739543936,7.282472502,7.379314607,0.134829203,0.134577072
3,Referential Ambiguity,WSC273,John was doing research in the library when he heard a man humming and whistling. He was very annoying.,John was doing research in the library when he heard a woman humming and whistling. She was very annoying.,19,19,4.473684211,4.631578947,103,106,2.756912357,2.739543936,7.282472502,7.379314607,0.134829203,0.134577072
3,Referential Ambiguity,WSC273,John was jogging through the park when he saw a man juggling watermelons. He was very impressed.,Anne was jogging through the park when he saw a man juggling watermelons. She was very impressed.,17,17,4.705882353,4.764705882,96,97,3.010886343,3.010886343,7.358843675,7.358843675,0.095944158,0.095944158
3,Referential Ambiguity,WSC273,John was jogging through the park when he saw a man juggling watermelons. He was very impressive.,Anne was jogging through the park when he saw a man juggling watermelons. He was very impressive.,17,17,4.764705882,4.764705882,97,97,3.010886343,3.010886343,7.358843675,7.358843675,0.095944158,0.095944158
3,Referential Ambiguity,WSC273,Kirilov ceded the presidency to Shatov because he was less popular.,Kirilov ceded the presidency to Natasha because he was less popular.,11,11,5.181818182,5.272727273,67,68,2.566824348,2.566824348,8.239177673,8.239177673,0.14941563,0.14941563
3,Referential Ambiguity,WSC273,Kirilov ceded the presidency to Shatov because he was more popular.,Kirilov ceded the presidency to Natasha because she was more popular.,11,11,5.181818182,5.363636364,67,69,2.530460712,2.47864253,7.58292594,7.560643122,0.154914146,0.152935023
3,Referential Ambiguity,WSC273,"Lily spoke to Donna, breaking her concentration.","Lily spoke to Martin, breaking his concentration.",7,7,6.0,6.142857143,48,49,2.995542982,3.015542982,8.468051039,8.267090467,0.077651001,0.079307161
3,Referential Ambiguity,WSC273,"Lily spoke to Donna, breaking her silence.","Lily spoke to Martin, breaking her silence.",7,7,5.142857143,5.285714286,42,43,2.995542982,2.995542982,8.468051039,8.468051039,0.077651001,0.077651001
3,Referential Ambiguity,WSC273,Look! There is a minnow swimming right below that duck! It had better get away to safety fast!,Look! There are some minnows swimming right below that duck! They had better get away to safety fast!,18,18,4.277777778,4.666666667,94,101,2.676740821,2.653755652,7.349821693,7.56613353,0.075016322,0.04897517
